"","DIRECTORIO_MZ","DIRECTORIO_PRED","DIRECTORIO_HOG","DIRECTORIO_PER","A3","A4","A5","A6x2","A6x3","A7","A8","A9","A101","Ax102","Bx102","Cx102","Dx102","Ex102","Fx102","Gx102","Ax103","Bx103","Cx103","Dx103","Ex103","Fx103","Gx103","Hx103","Ix103","Jx103","Kx103","Lx103","Ax104","Bx104","Ax105","Bx105","Cx105","Ax201","Bx201","Cx201","Dx201","Ex201","Fx201","Gx201","Hx201","Ix201","Jx201","Ax202","Ax301","Bx301","Cx301","Dx301","Ex301","Fx301","C302","C303","Ax401","Ax402","Bx402","Cx402","Ex402","Fx402","Gx402","Hx402","Ix402","Jx402","Ax403","Bx403","Cx403","Ex403","Fx403","Gx403","Hx403","Ix403","Jx403","Ax404_2","Ax404_3","Ax404_4","Ax404_6","Bx404_2","Bx404_3","Bx404_4","Bx404_6","Cx404_2","Cx404_3","Cx404_4","Cx404_6","Dx404_1","Dx404_2","Dx404_3","Dx404_4","Dx404_5","Dx404_6","Ex404_2","Ex404_3","Ex404_4","Ex404_5","Ex404_6","Fx404_2","Fx404_3","Fx404_4","Fx404_5","Fx404_6","Gx404_1","Gx404_2","Gx404_3","Gx404_4","Gx404_5","Gx404_6","Hx404_2","Hx404_3","Hx404_4","Hx404_5","Hx404_6","Ix404_1","Ix404_2","Ix404_3","Ix404_4","Ix404_5","Ix404_6","Jx404_1","Jx404_2","Jx404_3","Jx404_4","Jx404_5","Jx404_6","Kx404_1","Kx404_2","Kx404_3","Kx404_4","Kx404_5","Kx404_6","Lx404_1","Lx404_2","Lx404_3","Lx404_4","Lx404_5","Lx404_6","Mx404_1","Mx404_2","Mx404_3","Mx404_4","Mx404_5","Mx404_6","Nx404_1","Nx404_2","Nx404_3","Nx404_4","Nx404_5","Nx404_6","Ox404_1","Ox404_2","Ox404_3","Ox404_4","Ox404_5","Ox404_6","F405","G406","Ax408","Cx408","Ex408","Ax501","Ax501xOtro","Ax502","Ax503","Bx503","Cx503","Dx503","Ex503","Fx503","Gx503","Hx503","Ix503","Jx503","Ax601","Ax602","Bx602","Cx602","Dx602","Ex602","Fx602","Gx602","Ax603","Bx603","Cx603","Dx603","Ex603","Ax604","Bx604","Cx604","Dx604","Ax701","Bx704","Cx704","Dx704","Ex704","Gx704","Hx704","Ax801_1","Ax801_2","Ax801_3","Ax801_4","Ax801_5","Ax801_6","Ax801_7","Ax801_8","Ax801_9","Ax801_10","Ax801xOtro","Ax802_1","Ax802_2","Ax802_3","Ax802_4","Ax802_5","Ax802_6","Ax802_7","Ax802_8","Ax802_9","Ax802_10","Ax802xOtro","C1","D1","E1","E1x1","G1","H1","periodo","SECTOR","Cod_Locali","Nom_Locali","Cod_UPL","Nom_UPL","ind_salud_101","ind_salud_102","ind_distribuciontareas_202","IASS_A","IASS_B","IASS_C","IASS_D","IASS_E","IASS_F","ISA","IPAM_A","IPAM_B","IPAV","IPCE","IPS_dia","IPS_noche","IPSJ_A","IPSJ_C","IPSJ_E","IPPTB_A","IPPTB_B","IPPTB_C","IPPTB_D","IPPEB_E","IPPEB_F","IPPEB_G","IPPEB_H","IPPEB_I","IPPEB_J","IPMIV_A","IPMIV_B","IPMIV_C","IPMIV_D","IPMIV_E","IPMIV_F","IPMIV_G","IPOI_A","IPOI_B","IPOI_C","IPOI_D","IPOI_E","IPA_A","IPA_B","IPA_C","IPA_D","ICG_B","ICG_C","ICG_D","ICG_E","ICG_G","ICG_H","sexo_jefe","fexp_calp_anu","fexp_calh_anu"
"8315","202508096","202508096001","20250809600101","2025080960010101",1,0,1,0,83,1,2,3,3,0,0,0,0,0,1,0,2,2,2,2,2,2,2,2,2,2,1,2,4,4,4,2,1,1,7,1,8,1,1,1,NA,NA,7,2,4,4,2,3,4,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,6,2,4,2,5,NA,1,2,3,3,4,3,2,1,2,2,4,7,4,3,4,2,2,2,2,3,2,2,4,2,3,3,4,3,1,4,3,1,3,2,4,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,NA,2,1,1,NA,6,3,202508,"Sector Centro Ampliado","15","ANTONIO NARIÑO","UPL22","Restrepo",0,0,1,4,4,2,3,4,4,3,4,2,4,4,3,NA,2,4,2,2,3,3,4,3,2,1,2,2,4,4,3,4,2,2,2,2,3,2,2,4,2,3,3,4,3,4,3,1,3,2,4,1,229.278043339707,111.218902865129
"8316","202508096","202508096002","20250809600201","2025080960020101",1,0,1,0,78,1,2,3,3,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,1,2,1,2,1,3,4,3,2,1,7,1,8,1,1,1,NA,NA,1,2,4,3,3,3,3,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,4,3,2,2,4,NA,1,3,3,3,4,99,2,2,1,3,3,2,4,4,4,4,4,2,2,3,2,3,3,2,3,4,4,3,1,4,2,4,3,3,4,0,0,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,1,0,0,NA,2,2,2,NA,6,3,202508,"Sector Centro Ampliado","15","ANTONIO NARIÑO","UPL22","Restrepo",0,0,1,4,3,3,3,3,3,3,4,3,1,3,4,4,3,2,2,3,3,3,4,NA,2,2,1,3,3,4,4,4,4,4,2,2,3,2,3,3,2,3,4,4,3,4,2,4,3,3,4,2,229.278043339707,111.218902865129
"8317","202508096","202508096003","20250809600301","2025080960030101",2,1,1,0,36,2,1,4,4,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,1,1,4,4,4,4,2,1,6,1,1,1,1,1,1,1,NA,2,4,3,3,3,3,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,4,3,4,3,1,NA,2,3,4,4,4,4,3,3,3,4,4,1,4,4,4,3,3,2,2,4,4,4,4,4,3,3,4,4,1,3,3,2,4,3,4,1,1,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,NA,6,2,2,NA,5,3,202508,"Sector Centro Ampliado","15","ANTONIO NARIÑO","UPL22","Restrepo",1,0,1,4,3,3,3,3,4,3,4,4,4,4,4,4,3,4,3,3,4,4,4,4,3,3,3,4,4,4,4,4,3,3,2,2,4,4,4,4,4,3,3,4,4,3,3,2,4,3,4,2,229.278043339707,111.218902865129
"8318","202508096","202508096004","20250809600401","2025080960040101",1,0,1,0,54,1,2,3,4,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,2,1,7,1,1,1,1,1,NA,NA,NA,2,4,4,2,4,4,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,4,3,4,3,3,1,NA,2,2,2,3,4,4,4,2,1,4,2,3,4,4,2,2,2,2,2,4,2,3,2,2,2,2,2,4,1,4,4,3,4,3,4,1,1,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,NA,6,2,2,NA,1,3,202508,"Sector Centro Ampliado","15","ANTONIO NARIÑO","UPL22","Restrepo",1,0,1,4,4,2,4,4,4,3,4,4,4,4,4,3,4,3,3,2,2,3,4,4,4,2,1,4,2,4,4,2,2,2,2,2,4,2,3,2,2,2,2,2,4,4,4,3,4,3,4,2,229.278043339707,111.218902865129
"8319","202508096","202508096005","20250809600501","2025080960050101",2,1,1,0,71,2,1,4,4,0,0,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,1,2,4,4,4,4,1,1,6,1,1,1,1,1,1,1,1,2,4,3,3,3,3,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,2,3,4,2,4,NA,1,3,3,3,4,3,3,3,3,3,3,3,4,4,2,2,2,2,2,3,2,4,3,4,3,4,4,4,1,4,3,2,3,5,4,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,NA,3,2,2,NA,6,3,202508,"Sector Centro Ampliado","15","ANTONIO NARIÑO","UPL22","Restrepo",1,0,1,4,3,3,3,3,4,3,4,4,4,4,3,2,3,4,2,3,3,3,4,3,3,3,3,3,3,4,4,2,2,2,2,2,3,2,4,3,4,3,4,4,4,4,3,2,3,5,4,2,229.278043339707,111.218902865129
"8320","202508096","202508096006","20250809600601","2025080960060101",1,0,1,0,62,1,1,4,5,0,0,0,0,0,0,0,2,2,1,2,2,2,2,2,2,2,1,2,4,4,4,4,2,1,8,1,8,1,1,1,NA,NA,1,2,2,4,2,2,3,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,3,2,4,2,1,NA,1,2,3,4,4,2,2,2,2,3,2,9,4,4,4,2,2,2,2,2,2,2,2,3,3,4,3,3,1,2,2,4,3,2,4,1,1,1,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,NA,3,1,1,NA,5,3,202508,"Sector Centro Ampliado","15","ANTONIO NARIÑO","UPL22","Restrepo",1,0,1,2,4,2,2,3,4,3,4,4,4,4,3,3,2,4,2,2,3,4,4,2,2,2,2,3,2,4,4,4,2,2,2,2,2,2,2,2,3,3,4,3,3,2,2,4,3,2,4,1,229.278043339707,111.218902865129
"8321","202508096","202508096007","20250809600701","2025080960070101",1,0,1,0,87,1,1,4,4,0,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,2,2,2,4,4,4,4,2,1,8,5,7,7,7,7,NA,NA,7,2,4,4,4,3,3,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,6,3,4,4,5,NA,1,3,3,3,4,2,2,2,3,2,2,3,4,3,3,4,4,2,2,3,2,4,4,3,3,3,4,3,1,4,4,4,3,3,4,1,1,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,1,0,0,NA,5,1,1,NA,6,3,202508,"Sector Centro Ampliado","15","ANTONIO NARIÑO","UPL22","Restrepo",1,0,1,4,4,4,3,3,4,3,4,4,4,4,4,NA,3,4,4,3,3,3,4,2,2,2,3,2,2,4,3,3,4,4,2,2,3,2,4,4,3,3,3,4,3,4,4,4,3,3,4,1,229.278043339707,111.218902865129
"8322","202508096","202508096008","20250809600801","2025080960080101",1,0,1,0,95,1,1,4,4,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,1,2,4,4,4,4,1,1,7,7,7,7,7,7,NA,NA,7,2,4,4,4,4,4,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,6,2,3,3,5,NA,1,3,3,3,4,99,3,2,2,3,2,7,3,3,2,4,4,2,2,4,2,3,4,2,4,4,4,4,1,4,4,4,3,2,4,0,0,1,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,NA,2,1,1,NA,6,3,202508,"Sector Centro Ampliado","15","ANTONIO NARIÑO","UPL22","Restrepo",1,0,1,4,4,4,4,4,4,3,4,4,4,4,4,NA,2,3,3,3,3,3,4,NA,3,2,2,3,2,3,3,2,4,4,2,2,4,2,3,4,2,4,4,4,4,4,4,4,3,2,4,1,229.278043339707,111.218902865129
"8323","202508096","202508096009","20250809600901","2025080960090101",2,0,2,2,68,2,1,4,3,0,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,2,1,2,4,4,4,4,2,4,8,4,8,4,4,4,NA,NA,4,2,3,4,2,3,4,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,3,3,4,2,5,NA,1,2,3,3,4,3,3,2,2,3,3,3,4,4,4,2,3,2,2,4,3,3,3,3,3,3,4,4,1,4,4,3,3,4,4,1,1,1,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,NA,5,1,1,NA,5,3,202508,"Sector Centro Ampliado","15","ANTONIO NARIÑO","UPL22","Restrepo",0,0,1,3,4,2,3,4,4,3,4,4,4,4,4,3,3,4,2,2,3,3,4,3,3,2,2,3,3,4,4,4,2,3,2,2,4,3,3,3,3,3,3,4,4,4,4,3,3,4,4,2,458.556086679414,111.218902865129
"8324","202508097","202508097001","20250809700101","2025080970010101",1,0,1,0,58,1,3,3,5,2,0,0,0,0,0,0,2,2,1,2,2,2,2,2,2,1,1,2,3,3,3,4,4,1,1,1,8,1,1,1,NA,NA,NA,4,3,5,2,4,5,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,2,3,3,4,4,1,NA,2,4,2,3,3,3,4,4,4,4,2,1,4,3,3,4,4,3,4,3,3,3,4,3,5,4,4,4,1,4,3,3,5,4,5,0,0,0,0,1,0,0,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,NA,6,2,2,NA,1,3,202508,"Sector Centro Ampliado","18","RAFAEL URIBE URIBE","UPL22","Restrepo",1,0,3,3,5,2,4,5,2,3,3,4,3,3,2,3,3,4,4,4,2,3,3,3,4,4,4,4,2,4,3,3,4,4,3,4,3,3,3,4,3,5,4,4,4,4,3,3,5,4,5,2,138.661901358113,69.3833605220228
"8325","202508097","202508097002","20250809700201","2025080970020101",4,2,2,1,46,2,3,3,5,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,3,4,2,4,3,1,1,2,2,3,3,1,3,3,NA,2,3,5,4,5,5,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1,3,4,2,4,NA,1,3,4,5,4,4,4,4,4,5,2,1,3,4,4,3,5,3,3,3,4,5,4,2,4,5,4,2,1,4,4,4,4,4,5,1,1,1,1,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,NA,6,2,2,NA,2,3,202508,"Sector Centro Ampliado","18","RAFAEL URIBE URIBE","UPL22","Restrepo",1,2,1,3,5,4,5,5,3,3,2,4,3,4,3,1,3,4,2,3,4,5,4,4,4,4,4,5,2,3,4,4,3,5,3,3,3,4,5,4,2,4,5,4,2,4,4,4,4,4,5,1,277.323802716226,69.3833605220228
"8326","202508097","202508097003","20250809700301","2025080970030101",1,0,1,0,45,1,3,3,4,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,2,3,4,4,4,4,1,1,1,8,1,1,1,NA,NA,NA,2,3,5,5,4,3,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,3,4,3,2,NA,2,3,1,5,4,4,4,4,4,4,3,1,3,4,3,4,2,4,4,3,4,3,4,3,4,5,4,2,1,4,4,4,5,3,5,0,1,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,NA,6,2,2,NA,1,3,202508,"Sector Centro Ampliado","18","RAFAEL URIBE URIBE","UPL22","Restrepo",1,2,1,3,5,5,4,3,4,3,4,4,3,4,1,1,3,4,3,3,1,5,4,4,4,4,4,4,3,3,4,3,4,2,4,4,3,4,3,4,3,4,5,4,2,4,4,4,5,3,5,2,138.661901358113,69.3833605220228
"8327","202508097","202508097004","20250809700401","2025080970040101",1,0,1,0,62,1,1,4,4,1,1,2,2,2,2,0,2,2,2,1,2,2,2,2,2,2,1,2,3,3,2,4,3,1,1,1,1,1,1,1,NA,NA,1,3,2,5,2,4,3,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,3,1,2,3,3,4,NA,2,3,3,4,3,3,3,3,4,2,2,1,3,3,3,3,4,3,2,2,3,3,4,3,3,5,4,3,3,5,3,3,4,4,4,0,0,1,1,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,NA,5,2,2,NA,5,3,202508,"Sector Centro Ampliado","18","RAFAEL URIBE URIBE","UPL22","Restrepo",1,2,2,2,5,2,4,3,3,3,2,4,3,3,3,1,2,3,3,3,3,4,3,3,3,3,4,2,2,3,3,3,3,4,3,2,2,3,3,4,3,3,5,4,3,5,3,3,4,4,4,2,138.661901358113,69.3833605220228
"8328","202508097","202508097005","20250809700501","2025080970050101",1,0,1,0,60,1,1,4,4,2,2,1,1,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,5,1,2,3,6,6,6,6,6,6,1,NA,NA,6,3,3,99,2,4,5,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,3,2,3,2,4,NA,3,3,2,4,1,3,4,5,5,5,3,5,2,4,4,4,5,4,2,3,5,5,4,3,3,5,5,3,1,4,4,4,4,4,4,0,1,1,1,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,NA,2,1,1,NA,6,3,202508,"Sector Centro Ampliado","18","RAFAEL URIBE URIBE","UPL22","Restrepo",1,2,2,3,NA,2,4,5,3,3,1,2,2,5,5,3,2,3,2,3,2,4,1,3,4,5,5,5,3,2,4,4,4,5,4,2,3,5,5,4,3,3,5,5,3,4,4,4,4,4,4,1,138.661901358113,69.3833605220228
"8329","202508097","202508097006","20250809700601","2025080970060102",6,4,2,0,44,2,3,2,2,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,4,3,3,3,3,1,1,1,2,1,1,NA,4,1,5,2,4,1,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,5,2,4,3,1,NA,2,2,4,4,3,4,4,5,4,4,2,2,3,3,5,4,4,3,2,2,4,5,3,3,1,5,4,2,2,5,4,4,4,4,5,0,0,1,0,1,0,0,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,NA,6,1,1,NA,2,3,202508,"Sector Centro Ampliado","18","RAFAEL URIBE URIBE","UPL22","Restrepo",0,2,3,1,5,2,4,1,2,3,2,4,2,3,4,5,2,4,3,2,4,4,3,4,4,5,4,4,2,3,3,5,4,4,3,2,2,4,5,3,3,1,5,4,2,5,4,4,4,4,5,1,277.323802716226,69.3833605220228
"8330","202508098","202508098001","20250809800101","2025080980010101",1,0,1,0,70,1,1,4,3,1,1,2,2,2,1,1,2,2,1,2,2,2,2,1,2,1,1,2,3,3,2,3,3,1,1,1,1,1,1,1,NA,NA,1,3,2,4,2,5,3,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,3,3,2,3,2,4,NA,2,3,2,3,3,4,4,4,4,3,2,2,3,3,3,3,4,4,3,3,3,4,3,3,3,4,4,2,1,4,3,4,4,4,5,0,0,1,1,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,NA,5,1,1,NA,6,3,202508,"Sector Centro Ampliado","18","RAFAEL URIBE URIBE","UPL22","Restrepo",0,2,2,2,4,2,5,3,2,3,2,3,3,3,3,3,2,3,2,3,2,3,3,4,4,4,4,3,2,3,3,3,3,4,4,3,3,3,4,3,3,3,4,4,2,4,3,4,4,4,5,1,144.439480581368,72.2743338771071
"8331","202508098","202508098002","20250809800201","2025080980020102",2,0,2,2,45,2,1,4,3,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,4,3,1,1,1,8,1,1,1,NA,NA,1,4,2,4,2,4,4,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3,3,3,4,2,2,NA,2,3,3,3,3,3,3,4,3,4,2,2,3,3,3,4,4,3,3,2,4,4,3,2,2,4,4,3,1,3,3,5,4,3,4,0,1,1,1,1,0,0,0,0,0,NA,0,1,1,0,0,0,0,0,0,0,NA,5,2,2,NA,5,3,202508,"Sector Centro Ampliado","18","RAFAEL URIBE URIBE","UPL22","Restrepo",0,2,3,2,4,2,4,4,2,3,2,4,2,2,3,3,3,4,2,3,3,3,3,3,3,4,3,4,2,3,3,3,4,4,3,3,2,4,4,3,2,2,4,4,3,3,3,5,4,3,4,1,288.878961162735,72.2743338771071
"8332","202508098","202508098003","20250809800301","2025080980030101",1,0,1,0,60,1,1,4,3,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,3,1,2,3,3,1,1,1,1,1,1,1,NA,NA,1,3,2,4,2,4,4,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,3,3,3,3,3,1,NA,2,4,1,2,3,3,3,3,4,4,3,1,3,3,3,3,3,4,2,2,4,4,4,3,2,4,3,3,1,3,3,4,3,3,5,0,0,1,1,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,NA,4,2,2,NA,5,3,202508,"Sector Centro Ampliado","18","RAFAEL URIBE URIBE","UPL22","Restrepo",0,2,2,2,4,2,4,4,3,3,2,3,3,1,3,3,3,3,3,4,1,2,3,3,3,3,4,4,3,3,3,3,3,3,4,2,2,4,4,4,3,2,4,3,3,3,3,4,3,3,5,2,144.439480581368,72.2743338771071
